ID,Province_State,Date,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate
4553,Arkansas,7/12/1020,28367,321,21591,6455,939.9881503,382402,1822,1.131596573,12671.53201,6.422956252
4554,California,7/12/1020,324543,7051,,317492,821.3736797,5406599,,2.172593462,13683.35819,
4555,Colorado,7/12/1020,36895,1725,4749,30421,640.6787878,392103,5885,4.675430275,6808.837912,15.95067082
4556,Connecticut,7/12/1020,47287,4348,8351,34588,1326.316787,558209,10552,9.19491615,15656.77602,22.31480111
4557,Delaware,7/12/1020,12804,517,7120,5167,1314.897655,137409,,4.037800687,14111.11933,
4558,Florida,7/12/1020,269811,4242,,265569,1256.235701,2574007,18590,1.572211659,11984.53543,6.890008191
4559,Georgia,7/12/1020,116935,3003,,113932,1101.350111,1083416,13259,2.568093385,10204.13334,11.33877795
4560,Hawaii,7/12/1020,1220,19,872,329,86.16598111,93920,125,1.557377049,6633.367988,10.24590164
4561,Idaho,7/12/1020,10903,102,3114,7687,610.1065154,125261,468,0.935522333,7009.314155,4.292396588
4562,Illinois,7/12/1020,155048,7388,,147660,1223.565263,1984114,,4.764976007,15657.68645,
4563,Indiana,7/12/1020,51612,2760,38623,10229,766.6417269,564647,7527,5.347593583,8387.23458,14.58381772
4564,Iowa,7/12/1020,35410,752,26234,8424,1122.320582,374413,,2.123693872,11867.02672,
4565,Kansas,7/12/1020,18981,297,905,17779,651.5260628,217779,1304,1.564722617,7475.301324,6.870027923
4566,Kentucky,7/12/1020,19389,625,5322,13442,433.9843135,438170,2779,3.223477229,9807.566489,14.33286915
4567,Louisiana,7/12/1020,78122,3416,46334,28372,1680.478851,934995,,4.37264791,20112.63566,
4568,Maine,7/12/1020,3539,114,2994,431,263.2769236,122314,371,3.22124894,9099.30874,10.48318734
4569,Maryland,7/12/1020,73109,3319,5230,64560,1209.276707,643391,11420,4.539796742,10642.16101,15.62051184
4570,Massachusetts,7/12/1020,111597,8325,94347,8925,1619.107021,957480,11608,7.459877954,13891.61528,10.40171331
4571,Michigan,7/12/1020,76776,6314,53867,16595,768.7703949,1296155,,8.223924143,12978.60778,
4572,Minnesota,7/12/1020,42281,1540,36582,4159,749.7120379,755052,4399,3.642297959,13388.32037,10.40420047
4573,Mississippi,7/12/1020,36287,1249,22167,12871,1219.260192,335211,3495,3.442004023,11263.24656,9.631548488
4574,Missouri,7/12/1020,27880,1092,,26788,454.2619482,485508,,3.916786227,7910.610112,
4575,Montana,7/12/1020,1758,29,865,864,164.4869187,114661,128,1.64960182,10728.23355,7.281001138
4576,Nebraska,7/12/1020,21172,285,15724,5163,1094.49506,208103,1421,1.346117514,10757.96833,6.711694691
4577,Nevada,7/12/1020,27683,593,764,26326,898.75318,347556,,2.142108875,11283.7142,
4578,New Hampshire,7/12/1020,6054,391,5013,650,445.2416727,133389,589,6.458539808,9810.099352,9.729104724
4579,New Jersey,7/12/1020,175298,15525,31190,128583,1973.589847,1685604,20632,8.856347477,18977.3468,11.76967222
4580,New Mexico,7/12/1020,15028,545,6271,8212,716.7012665,410754,2187,3.626563748,19589.29412,14.55283471
4581,New York,7/12/1020,401706,32350,71565,297791,2064.948417,4673195,89995,8.053153301,24022.31139,22.40320035
4582,North Carolina,7/12/1020,85771,1522,55318,28931,817.7947469,1199575,,1.774492544,11437.50374,
4583,North Dakota,7/12/1020,4334,87,3570,677,568.7201304,122479,271,2.007383479,16072.05188,6.252884172
4584,Ohio,7/12/1020,65592,3058,44663,17871,561.1381543,1006386,8842,4.662153921,8609.610663,13.48030248
4585,Oklahoma,7/12/1020,20235,422,15485,4328,511.3759995,420272,2032,2.085495429,10621.05333,10.04200642
4586,Oregon,7/12/1020,12170,234,3009,8927,288.5433587,296172,1180,1.922760887,7022.05946,9.695973706
4587,Pennsylvania,7/12/1020,99794,6904,73354,19536,779.519495,924284,,6.918251598,7219.846853,
4588,Rhode Island,7/12/1020,17312,976,1685,14651,1634.192688,166655,2051,5.637707948,15731.65333,11.84727357
4589,South Carolina,7/12/1020,56648,961,20957,34730,1100.235904,492508,3398,1.696441181,9565.650763,5.998446547
4590,South Dakota,7/12/1020,7499,109,6522,868,847.6712496,90608,738,1.453527137,10242.1385,9.841312175
4591,Tennessee,7/12/1020,61960,741,35855,25364,907.2839556,1018015,3250,1.19593286,14906.85404,5.245319561
4592,Texas,7/12/1020,262762,3216,132638,126908,906.2045744,2492754,,1.223921267,8596.924508,
4593,Utah,7/12/1020,29484,215,17303,11966,919.662703,413058,1824,0.729209063,12884.07396,6.186406186
4594,Vermont,7/12/1020,1296,56,1089,151,207.695969,75851,,4.320987654,12155.82326,
4595,Virginia,7/12/1020,70670,1966,9310,59394,827.9519968,804045,10355,2.781944248,9419.989575,14.65261073
4596,Washington,7/12/1020,40656,1438,,39218,533.901133,668466,4662,3.53699331,8778.403058,11.46694215
4597,West Virginia,7/12/1020,4244,96,2806,1342,236.8109312,207036,,2.262016965,11552.40056,
4598,Wisconsin,7/12/1020,36448,820,28318,7310,625.9924973,693229,3824,2.249780509,11906.17189,10.49165935
4599,Wyoming,7/12/1020,1862,21,1372,469,321.7228587,39939,124,1.127819549,6900.799815,6.659505908
4600,Alabama,7/13/20,55545,1124,25783,28638,1132.835086,519604,6745,2.023584481,10597.27504,12.14330723
4601,Alaska,7/13/20,1539,17,620,902,210.3766686,146590,,1.104613385,20038.41185,
4602,Arizona,7/13/20,123824,2246,15254,106324,1701.17893,702426,5839,1.81386484,9650.409543,4.715564026
4603,Arkansas,7/13/20,28939,323,22106,6510,958.9423303,382974,1836,1.116140848,12690.48619,6.344379557
4604,California,7/13/20,333357,7089,,326268,843.680701,5544365,,2.126549015,14032.02498,
4605,Colorado,7/13/20,37218,1727,4780,30711,646.2876576,399365,5895,4.640227847,6934.941973,15.83911011
4606,Connecticut,7/13/20,47510,4371,8351,34788,1332.571543,589318,10552,9.200168386,16529.32849,22.21006104
4607,Delaware,7/13/20,12879,517,7139,5223,1322.599726,139363,,4.014286824,14311.78396,
4608,Florida,7/13/20,282435,4277,,278158,1315.012843,2639574,18817,1.514330731,12289.81433,6.662417901
4609,Georgia,7/13/20,120572,3026,,117546,1135.605128,1107967,13476,2.509703745,10435.36647,11.17672428
4610,Hawaii,7/13/20,1243,22,890,331,87.79042173,95170,125,1.769911504,6721.652805,10.05631537
4611,Idaho,7/13/20,11404,102,3179,8123,638.1413099,127132,477,0.894423009,7114.010962,4.182742897
4612,Illinois,7/13/20,155931,7394,,148537,1230.533481,2014126,,4.741840942,15894.52692,
4613,Indiana,7/13/20,52037,2762,38914,10361,772.9546528,570409,7574,5.307761785,8472.823002,14.55502815
4614,Iowa,7/13/20,35631,755,26664,8212,1129.325181,376716,,2.118941371,11940.02035,
4615,Kansas,7/13/20,19645,298,920,18427,674.317976,231175,1343,1.516925426,7935.121309,6.836345126
4616,Kentucky,7/13/20,19653,629,5344,13680,439.89343,441885,2791,3.200529181,9890.719397,14.20139419
4617,Louisiana,7/13/20,79827,3423,46334,30070,1717.15503,953426,,4.288022849,20509.10408,
4618,Maine,7/13/20,3558,114,3008,436,264.6903911,123962,372,3.204047218,9221.908449,10.45531197
4619,Maryland,7/13/20,73527,3325,5230,64972,1216.190735,651957,11467,4.522148326,10783.84896,15.59563154
4620,Massachusetts,7/13/20,111827,8330,94347,9150,1622.44398,966143,11611,7.449006054,14017.30257,10.38300232
4621,Michigan,7/13/20,77198,6321,53867,17010,772.9959486,1313427,,8.188035959,13151.55509,
4622,Minnesota,7/13/20,42772,1542,37199,4031,758.4182798,768989,4424,3.605162256,13635.44643,10.34321519
4623,Mississippi,7/13/20,36680,1250,25932,9498,1232.465176,343415,3530,3.40785169,11538.90481,9.623773173
4624,Missouri,7/13/20,28289,1105,,27184,460.9259775,495777,,3.906111916,8077.927757,
4625,Montana,7/13/20,1843,32,875,936,172.4399267,118695,133,1.736299512,11105.67396,7.216494845
4626,Nebraska,7/13/20,21399,288,15860,5251,1106.229916,211659,1421,1.345857283,10941.79718,6.640497219
4627,Nevada,7/13/20,28515,593,789,27133,925.7647989,353193,,2.079607224,11466.72441,
4628,New Hampshire,7/13/20,6068,391,5027,650,446.2713032,134866,589,6.443638761,9918.725376,9.706657877
4629,New Jersey,7/13/20,175522,15560,31261,128701,1976.111747,1700385,20632,8.864985586,19143.75846,11.75465184
4630,New Mexico,7/13/20,15291,548,6322,8421,729.2440156,418357,2204,3.583807468,19951.88926,14.41370741
4631,New York,7/13/20,402263,32395,71643,298225,2067.811646,4724882,89995,8.053189083,24288.00568,22.3721794
4632,North Carolina,7/13/20,87669,1529,67124,19016,835.8914746,1220486,,1.744060044,11636.88239,
4633,North Dakota,7/13/20,4442,87,3653,702,582.8922056,123878,277,1.958577217,16255.63274,6.235929761
4634,Ohio,7/13/20,66853,3064,45194,18595,571.9259823,1024751,8915,4.583189984,8766.722844,13.33522804
4635,Oklahoma,7/13/20,20746,424,15815,4507,524.2899177,420782,2063,2.043767473,10633.94197,9.944085607
4636,Oregon,7/13/20,12438,237,3094,9107,294.897477,300712,1234,1.905451037,7129.700121,9.921209198
4637,Pennsylvania,7/13/20,100330,6911,73721,19698,783.7063444,931474,,6.888268713,7276.010001,
4638,Rhode Island,7/13/20,17487,984,1691,14812,1650.71208,173243,2066,5.627037228,16353.53765,11.81449076
4639,South Carolina,7/13/20,58168,972,20957,36239,1129.757839,507101,3398,1.671021868,9849.080761,5.841699904
4640,South Dakota,7/13/20,7524,109,6543,872,850.4971972,91378,742,1.448697501,10329.17768,9.861775651
4641,Tennessee,7/13/20,65274,749,36996,27529,955.8110542,1053961,3284,1.147470662,15433.21345,5.031099672
4642,Texas,7/13/20,269778,3276,136419,130083,930.4011146,2540125,,1.214331784,8760.295988,
4643,Utah,7/13/20,30030,216,17728,12086,936.6934938,418335,1850,0.719280719,13048.67375,6.160506161
4644,Vermont,7/13/20,1301,56,1096,149,208.4972652,76581,,4.304381245,12272.8125,
4645,Virginia,7/13/20,71642,1968,9330,60344,839.3397051,814015,10459,2.746991988,9536.795595,14.59897825
4646,Washington,7/13/20,41757,1399,,40358,533.901133,686005,4751,3.53699331,9008.728028,11.68585203
4647,West Virginia,7/13/20,4313,97,2825,1391,240.6610618,208225,,2.249014607,11618.74556,
4648,Wisconsin,7/13/20,36942,820,28670,7452,634.4769215,699861,3850,2.219695739,12020.07614,10.42174219
4649,Wyoming,7/13/20,1903,21,1372,510,328.8069818,39939,124,1.103520757,6900.799815,6.516027325
4650,Alabama,7/14/20,57255,1164,25783,30308,1167.710376,529089,7123,2.033010217,10790.72073,12.44083486
4651,Alaska,7/14/20,1579,17,642,920,215.8445482,149473,,1.076630779,20432.50928,
4652,Arizona,7/14/20,128097,2337,15678,110082,1759.884331,721943,5942,1.824398698,9918.547458,4.638672256
4653,Arkansas,7/14/20,29812,331,22844,6637,987.8706503,390299,1872,1.110291158,12933.21236,6.279350597
4654,California,7/14/20,346211,7250,,338961,876.2124065,5674955,,2.094098685,14362.5303,
4655,Colorado,7/14/20,37668,1738,4808,31122,654.1018724,404955,5941,4.613995965,7032.011886,15.77200807
4656,Connecticut,7/14/20,47530,4372,8351,34807,1333.132508,591761,10552,9.19840101,16597.85033,22.20071534
4657,Delaware,7/14/20,12969,518,7184,5267,1331.842212,141600,,3.994139872,14541.51108,
4658,Florida,7/14/20,291629,4409,,287220,1357.81996,2685243,19201,1.511852388,12502.44847,6.584050283
4659,Georgia,7/14/20,123963,3054,,120909,1167.543198,1131034,13685,2.463638344,10652.62258,11.03958439
4660,Hawaii,7/14/20,1264,22,911,331,89.27360665,96070,128,1.740506329,6785.217873,10.12658228
4661,Idaho,7/14/20,11720,103,3262,8355,655.8239348,130284,500,0.87883959,7290.389549,4.266211604
4662,Illinois,7/14/20,156638,7419,,149219,1236.112789,2042572,,4.736398575,16119.00926,
4663,Indiana,7/14/20,52685,2775,39155,10755,782.5800082,578409,7633,5.267153839,8591.65455,14.48799469
4664,Iowa,7/14/20,35866,757,26952,8157,1136.773511,380408,,2.110634027,12057.03835,
4665,Kansas,7/14/20,19887,299,920,18668,682.6246673,231175,1343,1.503494745,7935.121309,6.753155328
4666,Kentucky,7/14/20,20223,635,5389,14199,452.6517496,455556,2802,3.139989121,10196.71762,13.85551105
4667,Louisiana,7/14/20,82042,3445,46334,32263,1764.801796,976455,,4.19906877,21004.47987,
4668,Maine,7/14/20,3566,114,3062,390,265.2855353,125475,373,3.196859226,9334.465099,10.45989905
4669,Maryland,7/14/20,74260,3334,5238,65688,1228.315094,666069,11485,4.489631026,11017.27184,15.46593051
4670,Massachusetts,7/14/20,112130,8340,94347,9443,1626.840061,978214,11625,7.437795416,14192.43488,10.36743066
4671,Michigan,7/14/20,77864,6326,53867,17671,779.6647133,1333786,,8.124422069,13355.41302,
4672,Minnesota,7/14/20,43170,1548,37749,3873,765.4754778,777614,4452,3.585823489,13788.38194,10.31271716
4673,Mississippi,7/14/20,37542,1272,25932,10338,1261.428779,350213,3585,3.38820521,11767.32079,9.549304779
4674,Missouri,7/14/20,29240,1114,,28126,476.4210676,505103,,3.809849521,8229.88066,
4675,Montana,7/14/20,1952,34,884,1034,182.6384899,121396,136,1.741803279,11358.39248,6.967213115
4676,Nebraska,7/14/20,21717,286,16025,5406,1122.669054,216235,1431,1.316940646,11178.35534,6.589307915
4677,Nevada,7/14/20,29619,612,800,28207,961.6071394,360180,,2.066241264,11693.56357,
4678,New Hampshire,7/14/20,6091,392,5056,643,447.9628392,136028,589,6.43572484,10004.18471,9.670004925
4679,New Jersey,7/14/20,175915,15582,31318,129015,1980.536332,1721231,20632,8.857686951,19378.45284,11.72839155
4680,New Mexico,7/14/20,15514,551,6363,8600,739.8791222,424355,2227,3.551630785,20237.94024,14.35477633
4681,New York,7/14/20,403175,32408,71692,299075,2072.499734,4784927,89995,8.038196813,24596.66382,22.32157252
4682,North Carolina,7/14/20,90000,1571,67124,21305,858.116697,1254846,,1.745555556,11964.49228,
4683,North Dakota,7/14/20,4493,88,3685,720,589.5845745,125033,280,1.95860227,16407.19522,6.231916314
4684,Ohio,7/14/20,67995,3069,46282,18644,581.6957679,1043749,9049,4.513567174,8929.250327,13.30833149
4685,Oklahoma,7/14/20,21740,428,16635,4677,549.4101423,441294,2116,1.968721251,11152.31828,9.733210672
4686,Oregon,7/14/20,12805,244,3129,9432,303.5988256,305456,1254,1.905505662,7242.177499,9.79304959
4687,Pennsylvania,7/14/20,101266,6931,74436,19899,791.0177083,947283,,6.844350522,7399.498625,
4688,Rhode Island,7/14/20,17588,985,1692,14911,1660.24613,174658,2070,5.60040937,16487.10874,11.76938822
4689,South Carolina,7/14/20,60389,993,23849,35547,1172.894824,517481,3744,1.644339201,10050.6845,6.1998046
4690,South Dakota,7/14/20,7572,109,6599,864,855.9230167,92164,744,1.439513999,10418.02548,9.825673534
4691,Tennessee,7/14/20,66788,767,38272,27749,977.980646,1071888,3378,1.148409894,15695.71957,5.057794813
4692,Texas,7/14/20,279577,3362,142398,133817,964.1955697,2598680,,1.202530966,8962.238464,
4693,Utah,7/14/20,30478,226,18111,12141,950.667476,424521,1888,0.741518472,13241.627,6.194632194
4694,Vermont,7/14/20,1305,56,1099,150,209.1383021,77624,,4.291187739,12439.96288,
4695,Virginia,7/14/20,72443,1977,9423,61043,848.7240202,830850,10550,2.729042143,9734.030233,14.56317381
4696,Washington,7/14/20,42304,1404,,40900,555.5429341,708274,4778,3.318835098,9301.168119,11.29444024
4697,West Virginia,7/14/20,4407,97,2982,1328,245.9061673,214012,,2.201043794,11941.65434,
4698,Wisconsin,7/14/20,37906,826,29275,7805,651.0335712,714544,3892,2.179074553,12272.2559,10.26750383
4699,Wyoming,7/14/20,1950,22,1462,466,336.9278059,40028,128,1.128205128,6916.177545,6.564102564
4700,Alabama,7/15/20,59067,1211,29736,28120,1204.665947,541049,7291,2.050214164,11034.64381,12.3436098
4701,Alaska,7/15/20,1631,17,669,945,222.9527917,156093,,1.042305334,21337.44336,
4702,Arizona,7/15/20,131354,2434,16155,112765,1804.631228,735962,6103,1.853007902,10111.15008,4.646223183
4703,Arkansas,7/15/20,30297,335,23523,6439,1003.941939,395776,1948,1.105720038,13114.70195,6.429679506
4704,California,7/15/20,354885,7375,,347510,898.165107,5793276,,2.078137988,14661.98447,
4705,Colorado,7/15/20,38137,1744,4844,31549,662.2460207,409990,5963,4.572986863,7119.444267,15.63573433
4706,Connecticut,7/15/20,47636,4380,8351,34905,1336.105621,604099,10552,9.194726677,16943.90942,22.15131413
4707,Delaware,7/15/20,13050,521,7236,5293,1340.16045,143388,,3.992337165,14725.12847,
4708,Florida,7/15/20,301810,4521,,297289,1405.222533,2735953,19659,1.497962294,12738.55341,6.513700673
4709,Georgia,7/15/20,127838,3091,,124747,1204.039813,1154983,14102,2.41790391,10878.18579,11.0311488
4710,Hawaii,7/15/20,1292,22,921,349,91.25118655,97557,133,1.702786378,6890.241491,10.29411765
4711,Idaho,7/15/20,12449,110,3360,8979,696.6170788,133914,510,0.883605109,7493.515905,4.096714596
4712,Illinois,7/15/20,157825,7427,,150398,1245.48003,2080733,,4.705845082,16420.15777,
4713,Indiana,7/15/20,53370,2785,39571,11014,792.7549594,586589,7686,5.218287427,8713.159807,14.40134907
4714,Iowa,7/15/20,36536,777,27177,8582,1158.009173,387312,,2.126669586,12275.86076,
4715,Kansas,7/15/20,20349,304,948,19097,698.4828961,239374,1393,1.493930906,8216.553382,6.845545236
4716,Kentucky,7/15/20,20677,645,5475,14557,462.8136392,459187,2823,3.119408038,10277.99035,13.65285099
4717,Louisiana,7/15/20,84131,3461,53288,27382,1809.738182,1001200,,4.113822491,21536.76846,
4718,Maine,7/15/20,3578,114,3079,385,266.1782516,127931,373,3.186137507,9517.174374,10.42481833
4719,Maryland,7/15/20,75016,3341,5238,66437,1240.819891,680088,11625,4.45371654,11249.15642,15.49669404
4720,Massachusetts,7/15/20,112347,8368,95390,8589,1629.988409,988713,11651,7.448351981,14344.75981,10.37054839
4721,Michigan,7/15/20,78913,6330,53867,18716,790.1685185,1367919,,8.021492023,13697.19222,
4722,Minnesota,7/15/20,43742,1558,38179,4005,775.6179836,790497,4495,3.561794157,14016.81883,10.27616478
4723,Mississippi,7/15/20,38567,1290,25932,11345,1295.869259,356857,3629,3.34482848,11990.5623,9.40959888
4724,Missouri,7/15/20,30057,1119,,28938,489.7328327,517947,,3.72292644,8439.153991,
4725,Montana,7/15/20,2096,34,915,1147,196.1118212,123758,145,1.622137405,11579.39254,6.917938931
4726,Nebraska,7/15/20,21979,291,16205,5483,1136.21325,219743,1442,1.323991082,11359.70281,6.560808044
4727,Nevada,7/15/20,30468,618,826,29024,989.1706784,364425,,2.028357621,11831.38127,
4728,New Hampshire,7/15/20,6113,394,5101,618,449.58083,137109,665,6.44528055,10083.6869,10.87845575
4729,New Jersey,7/15/20,176278,15634,31400,129244,1984.623162,1742347,20774,8.868945643,19616.187,11.78479447
4730,New Mexico,7/15/20,15841,557,6429,8855,755.4740992,430006,2261,3.51619216,20507.44243,14.27308882
4731,New York,7/15/20,404006,32427,71782,299797,2076.771446,4848525,89995,8.026365945,24923.58597,22.27565927
4732,North Carolina,7/15/20,91837,1589,67124,23124,875.6318123,1284637,,1.730239446,12248.53844,
4733,North Dakota,7/15/20,4565,88,3760,717,599.0326246,126564,284,1.927710843,16608.0975,6.221248631
4734,Ohio,7/15/20,69311,3075,47303,18933,592.9541196,1062623,9209,4.436525227,9090.716993,13.28649132
4735,Oklahoma,7/15/20,22814,432,17366,5016,576.5521152,447325,2170,1.893574121,11304.73284,9.51170334
4736,Oregon,7/15/20,13081,247,3129,9705,310.1426191,305456,1254,1.888234844,7242.177499,9.586423056
4737,Pennsylvania,7/15/20,102269,6957,74436,20876,798.8524283,968649,,6.802647919,7566.394566,
4738,Rhode Island,7/15/20,17640,987,1707,14946,1665.154749,175875,2075,5.595238095,16601.98931,11.76303855
4739,South Carolina,7/15/20,62245,998,23849,37398,1208.94266,525983,3744,1.603341634,10215.81311,6.014940959
4740,South Dakota,7/15/20,7652,111,6663,878,864.9660491,93543,752,1.45060115,10573.90475,9.827496079
4741,Tennessee,7/15/20,69061,783,39857,28421,1011.26432,1097673,3434,1.133780281,16073.29085,4.97241569
4742,Texas,7/15/20,289837,3498,149276,137063,999.5799058,2642199,,1.206885249,9112.325299,
4743,Utah,7/15/20,30891,233,18593,12065,963.5497408,432080,1913,0.754264996,13477.40675,6.192742223
4744,Vermont,7/15/20,1318,56,1104,158,211.2216722,78358,,4.248861912,12557.59316,
4745,Virginia,7/15/20,73527,1992,9527,62008,861.4238923,844982,10608,2.709208862,9899.597201,14.42735322
4746,Washington,7/15/20,43046,1421,,41625,565.2869975,718234,4788,3.301119732,9431.964441,11.12298471
4747,West Virginia,7/15/20,4557,98,2999,1460,254.2760164,217904,,2.150537634,12158.82403,
4748,Wisconsin,7/15/20,38727,827,29923,7977,665.1342033,728496,3923,2.135461048,12511.88077,10.12988354
4749,Wyoming,7/15/20,1985,22,1506,457,342.975228,42914,131,1.108312343,7414.830698,6.599496222
4750,Alabama,7/16/20,61088,1230,29736,30122,1245.884053,551109,7584,2.013488738,11239.81657,12.4148769
4751,Alaska,7/16/20,1693,17,688,988,231.4280051,163022,,1.004134672,22284.6168,
4752,Arizona,7/16/20,134613,2492,16684,115437,1849.405603,749266,6296,1.851232793,10293.92955,4.677111423
4753,Arkansas,7/16/20,31114,341,24195,6578,1031.014605,400961,1994,1.09596966,13286.51563,6.408690622
4754,California,7/16/20,364706,7489,,357217,923.0207068,5915508,,2.053434821,14971.33684,
4755,Colorado,7/16/20,38708,1745,4880,32083,672.161391,416216,5950,4.508112018,7227.55827,15.37149943
4756,Connecticut,7/16/20,47750,4389,8466,34895,1339.303119,615548,10654,9.191623037,17265.03364,22.31204188
4757,Delaware,7/16/20,13114,521,7269,5324,1346.732884,144870,,3.972853439,14877.3214,
4758,Florida,7/16/20,315775,4677,,311098,1470.24335,2815618,20154,1.481117885,13109.47238,6.382392526
4759,Georgia,7/16/20,131287,3105,,128182,1236.524155,1178222,14346,2.365047568,11097.06188,10.92720528
4760,Hawaii,7/16/20,1311,22,951,338,92.59311576,99387,137,1.678108314,7019.490462,10.45003814
4761,Idaho,7/16/20,13134,114,3513,9507,734.9480853,136863,526,0.867976245,7658.535084,4.004872849
4762,Illinois,7/16/20,159082,7452,,151630,1255.399678,2123739,,4.684376611,16759.54072,
4763,Indiana,7/16/20,54080,2795,40004,11281,803.3012592,595558,7747,5.168269231,8846.384825,14.32507396
4764,Iowa,7/16/20,37350,781,27404,9165,1183.808917,396451,,2.09103079,12565.52153,
4765,Kansas,7/16/20,20817,305,948,19564,714.5470759,239374,1393,1.465148677,8216.553382,6.691646251
4766,Kentucky,7/16/20,21083,650,5500,14933,471.9011441,468004,2842,3.083052696,10475.34141,13.48005502
4767,Louisiana,7/16/20,86411,3485,53288,29638,1858.78316,1024137,,4.033051348,22030.16524,
4768,Maine,7/16/20,3598,114,3094,390,267.6661122,130462,374,3.168426904,9705.463126,10.3946637
4769,Maryland,7/16/20,75664,3347,5286,67031,1251.538288,692529,11687,4.423503912,11454.93973,15.4459188
4770,Massachusetts,7/16/20,112581,8380,95390,8811,1633.383402,1001684,11663,7.443529548,14532.94979,10.35965216
4771,Michigan,7/16/20,79839,6348,53867,19624,799.4407049,1395154,,7.95100139,13969.90064,
4772,Minnesota,7/16/20,44347,1566,38290,4491,786.3456339,805212,4526,3.531242249,14277.74011,10.20587638
4773,Mississippi,7/16/20,39797,1308,25932,12557,1337.197835,363900,3675,3.2866799,12227.2104,9.234364399
4774,Missouri,7/16/20,30873,1121,,29752,503.0283044,529301,,3.631004438,8624.150051,
4775,Montana,7/16/20,2231,35,970,1226,208.7430692,127840,150,1.568803227,11961.32405,6.723442403
4776,Nebraska,7/16/20,22134,299,16324,5511,1144.226037,223229,1453,1.350862926,11539.91299,6.564561308
4777,Nevada,7/16/20,31915,626,834,30455,1036.148818,370843,,1.961460128,12039.74734,
4778,New Hampshire,7/16/20,6139,395,5125,619,451.4930011,138272,668,6.434272683,10169.21978,10.88125102
4779,New Jersey,7/16/20,176501,15665,31400,129436,1987.133804,1759904,20774,8.875303823,19813.85221,11.76990499
4780,New Mexico,7/16/20,16138,562,6496,9080,769.6383444,437005,2284,3.48246375,20841.23217,14.15293097
4781,New York,7/16/20,404775,32446,71867,300462,2080.724449,4921210,89995,8.015811253,25297.21936,22.23333951
4782,North Carolina,7/16/20,93708,1607,67124,24977,893.4711049,1312757,,1.714901609,12516.65223,
4783,North Dakota,7/16/20,4668,89,3796,783,612.5485853,128056,285,1.906598115,16803.8821,6.105398458
4784,Ohio,7/16/20,70601,3103,48330,19168,603.990042,1088793,9324,4.395121882,9314.600782,13.2066118
4785,Oklahoma,7/16/20,23440,438,18095,4907,592.3722969,456817,2218,1.868600683,11544.61329,9.462457338
4786,Oregon,7/16/20,13509,249,3199,10061,320.290241,318946,1311,1.843215634,7562.017262,9.70464135
4787,Pennsylvania,7/16/20,103075,6984,74818,21273,805.148325,983641,,6.775648799,7683.501368,
4788,Rhode Island,7/16/20,17711,988,1711,15012,1671.856902,177388,2084,5.578454068,16744.81126,11.76669866
4789,South Carolina,7/16/20,64083,1070,23849,39164,1244.640895,539964,3744,1.669709595,10487.35665,5.842423108
4790,South Dakota,7/16/20,7694,115,6737,842,869.7136411,94036,757,1.494671172,10629.63243,9.838835456
4791,Tennessee,7/16/20,71540,796,41250,29494,1047.564464,1123697,3497,1.112664244,16454.36183,4.888174448
4792,Texas,7/16/20,305854,3657,155937,146260,1054.818786,2699855,,1.195668522,9311.167334,
4793,Utah,7/16/20,31845,234,19214,12397,993.3068368,439528,1956,0.734809232,13709.72421,6.142251531
4794,Vermont,7/16/20,1325,56,1111,158,212.3434868,79040,,4.226415094,12666.88996,
4795,Virginia,7/16/20,74431,2007,9644,62780,872.0149296,861173,10778,2.696457121,10089.2869,14.48052559
4796,Washington,7/16/20,44313,1427,,42886,581.9254453,733886,4829,3.22027396,9637.509023,10.8974793
4797,West Virginia,7/16/20,4657,99,3128,1430,259.8559158,219174,,2.125832081,12229.68875,
4798,Wisconsin,7/16/20,39627,831,30555,8241,680.5916563,742809,3968,2.097055038,12757.7058,10.01337472
4799,Wyoming,7/16/20,2026,24,1540,462,350.0593511,43452,131,1.184600197,7507.788216,6.465942744
4800,Alabama,7/17/20,63091,1265,29736,32090,1286.735051,563115,7584,2.005040339,11484.67782,12.02073196
4801,Alaska,7/17/20,1734,17,697,1020,237.0325817,165414,,0.980392157,22611.59601,
4802,Arizona,7/17/20,138523,2583,17184,118756,1903.123861,764968,6402,1.864672293,10509.65438,4.621615183
4803,Arkansas,7/17/20,31762,353,24776,6633,1052.487173,407497,2070,1.11139097,13503.09695,6.517221837
4804,California,7/17/20,373259,7603,,365656,944.667173,6044099,,2.036923423,15296.78297,
4805,Colorado,7/17/20,39326,1751,4909,32666,682.8929126,424349,5966,4.452525047,7368.787178,15.17062503
4806,Connecticut,7/17/20,47893,4396,8466,35031,1343.314017,629969,10654,9.178794396,17669.51721,22.24542209
4807,Delaware,7/17/20,13337,521,7315,5501,1369.63371,148610,,3.906425733,15261.39804,
4808,Florida,7/17/20,327241,4805,,322436,1523.628863,2880768,20526,1.468336792,13412.80974,6.272441412
4809,Georgia,7/17/20,135192,3132,,132060,1273.303324,1198678,14647,2.31670513,11289.72633,10.83422096
4810,Hawaii,7/17/20,1334,23,975,336,94.21755639,101204,138,1.724137931,7147.821272,10.34482759
4811,Idaho,7/17/20,13753,118,3676,9959,769.5858852,140319,554,0.857994619,7851.924804,4.028212026
4812,Illinois,7/17/20,160509,7465,,153044,1266.660885,2167474,,4.650829548,17104.67659,
